"user_id","gender","age_group","married","has_children","home_country","home_city","sign_up_date","num_sessions","avg_session_duration_minute","avg_page_clicks","total_trips","conversion_rate","weekend_trip_proportion","cancellation_proportion","avg_booking_departure_gap_days_flights","avg_booking_departure_gap_days_hotels","round_trips_proportion","avg_flight_price_usd","avg_flight_discount_amount","discounted_flight_proportion","avg_flight_seats","avg_checked_bags","avg_distance_flown","total_hotels_booked","avg_hotel_price_usd","avg_hotel_discount_amount","discounted_hotel_proportion","avg_hotel_rooms","avg_hotel_stay_duration_day","assigned_group","assigned_perk"
"589154","F","35-44","true","true","usa","washington","2023-02-12","8","1.75","18.25","4","0.50","0.00","0.00","5.51","5.12","1.00","345.14","0.13","0.25","1.00","0.33","1930","4","4508.25","","0.00","1.25","13.25","Family-Oriented Travelers","Free checked bag"
"590954","F","45-54","true","false","usa","little rock","2023-02-13","8","1.38","15.25","3","0.38","0.00","0.00","7.65","7.83","1.00","522.18","","0.00","1.33","0.67","1991","3","212.00","0.07","0.38","1.33","1.67","Budget Travellers","Exclusive discounts"
"593536","F","45-54","true","true","usa","houston","2023-02-14","8","1.25","15.38","5","0.63","0.00","0.00","6.45","5.48","1.00","339.61","","0.00","1.00","0.75","1888","4","829.00","","0.00","1.00","3.75","Frequent Travellers","1 night free hotel with flight"
"596820","F","35-44","false","false","usa","wichita","2023-02-15","8","1.63","16.88","1","0.13","0.00","0.00","9.98","10.12","1.00","181.81","0.13","0.38","1.00","1.00","1026","1","316.00","","0.00","1.00","2.00","Budget Travellers","Exclusive discounts"
"598533","F","35-44","false","true","canada","victoria","2023-02-16","8","5.63","27.38","2","0.25","0.00","0.50","168.21","168.72","1.00","2800.72","0.05","0.25","1.67","0.67","13025","2","1025.33","0.05","0.25","1.00","8.67","High-Spending Travelers","Free hotel meal"
"614748","F","45-54","false","true","usa","san diego","2023-02-23","8","2.38","47.00","3","0.38","0.00","0.33","5.18","5.38","1.00","411.50","","0.13","1.25","1.00","2324","3","1041.00","","0.13","1.25","2.75","High-Spending Travelers","Free hotel meal"
"618157","F","35-44","true","true","usa","detroit","2023-02-25","8","1.38","34.25","3","0.38","0.00","0.33","114.71","114.82","0.67","120.41","0.15","0.38","3.00","2.75","533","3","3483.75","0.15","0.38","2.00","6.50","Family-Oriented Travelers","Free checked bag"
"626986","F","55-64","true","false","canada","hamilton","2023-02-28","8","1.88","18.38","6","0.75","0.00","0.00","6.92","7.07","1.00","237.14","","0.00","1.00","0.17","1271","6","855.83","","0.00","1.00","4.00","Frequent Travellers","1 night free hotel with flight"
"627451","F","45-54","true","false","usa","san antonio","2023-02-28","8","0.88","10.63","3","0.38","0.00","0.00","7.22","6.63","1.00","376.82","0.08","0.25","1.00","0.33","2216","1","342.00","0.10","0.13","1.00","2.00","Moderate Travellers","Priority boarding"
"630267","F","18-24","false","true","usa","corpus christi","2023-03-02","8","1.13","13.38","2","0.25","0.00","0.00","6.68","6.69","1.00","158.10","0.10","0.25","1.00","1.00","848","2","2625.50","0.08","0.25","1.50","10.00","Family-Oriented Travelers","Free checked bag"
"653281","F","35-44","false","false","canada","toronto","2023-03-11","8","3.25","30.13","4","0.50","0.00","0.00","5.12","5.28","1.00","269.75","0.10","0.13","1.25","0.25","1389","4","1001.25","0.10","0.13","1.25","7.75","Family-Oriented Travelers","Free checked bag"
"699411","F","35-44","true","false","usa","dallas","2023-03-28","8","2.63","44.13","4","0.50","0.00","0.25","6.69","6.89","0.75","438.32","0.05","0.25","1.20","0.40","2252","4","7.20","0.08","0.38","1.20","1.00","Budget Travellers","Exclusive discounts"
"705215","F","25-34","false","true","canada","hamilton","2023-03-30","8","1.38","13.88","4","0.50","0.00","0.00","6.27","5.93","1.00","332.49","0.15","0.13","1.33","1.00","1056","3","1516.00","","0.00","1.33","4.67","Family-Oriented Travelers","Free checked bag"
"306165","F","18-24","false","false","usa","cleveland","2022-08-31","11","1.18","12.55","0","0.00","0.00","","","","0.00","","0.10","0.09","","","","0","","0.05","0.09","","","Occasional Travellers","Loyalty points"
"354260","F","45-54","false","false","usa","providence","2022-10-07","9","1.22","14.67","3","0.33","0.00","0.00","35.65","8.87","1.00","467.79","0.15","0.22","1.00","1.00","2558","1","520.00","","0.00","1.00","2.00","Moderate Travellers","Priority boarding"
"395981","F","45-54","true","false","canada","vancouver","2022-11-04","11","1.18","12.91","4","0.36","0.00","0.00","10.06","8.80","1.00","671.64","0.15","0.18","1.33","1.00","2643","4","2362.25","","0.00","1.50","2.50","High-Spending Travelers","Free hotel meal"
"433080","F","35-44","true","false","usa","colorado springs","2022-11-26","9","2.00","20.44","5","0.56","0.00","0.00","8.11","8.28","1.00","357.26","","0.00","1.20","1.00","1798","5","1992.80","0.12","0.33","1.20","3.60","Family-Oriented Travelers","Free checked bag"
"471687","F","35-44","true","false","usa","los angeles","2022-12-16","10","2.50","22.90","5","0.50","0.00","0.00","9.91","10.13","0.80","487.73","0.10","0.10","1.20","0.60","2789","5","565.60","0.10","0.10","1.20","2.00","Frequent Travellers","1 night free hotel with flight"
"475531","F","35-44","false","false","usa","detroit","2022-12-17","11","1.36","15.09","5","0.45","0.00","0.00","8.97","8.46","1.00","495.84","","0.00","1.20","0.60","2032","4","162.25","0.05","0.09","1.25","1.25","Frequent Travellers","1 night free hotel with flight"
"480186","F","18-24","false","false","usa","san jose","2022-12-20","9","3.33","30.00","1","0.11","0.00","0.00","","8.89","0.00","","","0.00","","","","1","2520.00","0.10","0.11","2.00","5.00","Family-Oriented Travelers","Free checked bag"
"483345","F","45-54","true","true","usa","new york","2022-12-22","9","1.89","19.44","6","0.67","0.00","0.00","6.36","6.88","1.00","538.41","","0.00","1.50","0.50","1947","5","523.00","0.23","0.22","1.40","2.00","Frequent Travellers","1 night free hotel with flight"
"483525","F","45-54","true","true","canada","edmonton","2022-12-22","9","2.33","21.56","2","0.22","0.00","0.00","8.56","8.76","1.00","639.35","0.13","0.44","1.50","1.00","2293","2","1026.00","0.25","0.11","1.50","2.50","High-Spending Travelers","Free hotel meal"
"491182","F","45-54","false","false","canada","montreal","2022-12-25","10","2.50","23.30","6","0.60","0.00","0.00","7.80","7.97","0.83","282.22","0.10","0.20","1.00","0.50","1588","6","234.33","","0.00","1.00","2.33","Frequent Travellers","1 night free hotel with flight"
"497225","F","45-54","true","false","usa","phoenix","2022-12-28","9","1.78","17.22","6","0.67","0.00","0.00","8.06","8.23","0.83","298.93","0.18","0.22","1.00","0.17","1800","6","523.17","","0.00","1.00","2.67","Frequent Travellers","1 night free hotel with flight"
"499669","F","25-34","true","true","usa","corpus christi","2022-12-30","11","0.36","7.82","1","0.09","0.00","0.00","6.91","7.10","0.00","168.98","0.08","0.27","1.00","1.00","1979","1","572.00","0.05","0.09","1.00","2.00","Spontaneous Travelers","No cancellation fees"
"501087","F","55-64","true","false","usa","los angeles","2022-12-30","9","1.22","15.00","3","0.33","0.00","0.00","6.73","6.91","1.00","346.59","0.15","0.44","1.00","0.67","1922","3","480.00","0.05","0.11","1.00","2.33","Budget Travellers","Exclusive discounts"
"502799","F","45-54","true","false","usa","nashville","2022-12-31","9","2.67","24.67","5","0.56","0.00","0.00","8.36","8.54","1.00","328.97","0.15","0.22","1.00","0.60","1742","5","380.20","0.08","0.22","1.00","2.40","Frequent Travellers","1 night free hotel with flight"
"504786","F","45-54","true","true","usa","omaha","2023-01-02","9","1.33","15.56","3","0.33","0.00","0.00","6.84","7.33","1.00","245.10","0.12","0.33","1.00","1.00","1409","3","1094.33","0.05","0.11","1.33","3.33","Family-Oriented Travelers","Free checked bag"
"504916","M","35-44","false","true","usa","memphis","2023-01-02","9","1.44","28.56","1","0.11","0.00","1.00","11.62","11.84","1.00","458.00","0.20","0.22","1.00","0.00","2591","1","428.00","0.20","0.33","1.00","2.00","Budget Travellers","Exclusive discounts"
"510545","F","55-64","false","false","usa","los angeles","2023-01-04","8","1.25","14.75","1","0.13","0.00","0.00","","2.12","0.00","","0.10","0.13","","","","1","1710.00","0.10","0.25","1.00","5.00","High-Spending Travelers","Free hotel meal"
"511055","F","35-44","false","false","usa","des moines","2023-01-05","8","1.13","13.63","2","0.25","0.00","0.00","8.64","8.78","1.00","314.46","0.13","0.25","1.50","0.50","1136","2","377.00","","0.00","1.50","1.50","Moderate Travellers","Priority boarding"
"511977","F","35-44","true","false","usa","fresno","2023-01-05","8","1.13","37.00","2","0.25","0.00","0.50","99.27","5.86","1.00","1328.25","","0.13","1.00","0.33","9383","2","300.00","","0.13","1.00","1.00","Occasional Travellers","Loyalty points"
"512009","M","45-54","false","true","usa","new york","2023-01-05","8","1.13","13.13","3","0.38","0.33","0.00","6.61","6.61","1.00","447.02","0.10","0.13","1.33","1.00","2174","2","574.50","0.15","0.25","1.50","6.00","Family-Oriented Travelers","Free checked bag"
"512419","F","55-64","true","true","canada","ottawa","2023-01-05","8","0.88","10.63","3","0.38","0.00","0.00","6.29","6.45","1.00","386.39","","0.00","2.00","2.00","1544","3","1195.33","","0.00","2.00","3.67","Family-Oriented Travelers","Free checked bag"
"512440","F","25-34","true","false","usa","columbus","2023-01-05","8","1.75","19.25","3","0.38","0.00","0.00","7.45","7.59","1.00","214.29","","0.00","1.00","0.67","1195","3","934.67","0.10","0.25","1.00","2.33","Moderate Travellers","Priority boarding"
"512999","F","35-44","true","false","usa","new york","2023-01-06","8","1.25","14.00","3","0.38","0.00","0.00","6.21","6.84","1.00","514.42","0.15","0.13","1.33","0.67","2607","2","251.50","","0.00","1.00","1.50","Spontaneous Travelers","No cancellation fees"
"514623","F","35-44","true","true","usa","sacramento","2023-01-06","8","1.25","13.88","1","0.13","0.00","0.00","8.04","8.20","1.00","321.28","0.10","0.13","1.00","1.00","1524","1","536.00","0.10","0.13","1.00","4.00","Moderate Travellers","Priority boarding"
"516001","F","25-34","true","false","usa","anchorage","2023-01-07","9","1.00","11.78","1","0.11","0.00","0.00","","17.56","0.00","","0.30","0.11","","","","1","918.00","0.17","0.33","2.00","3.00","Budget Travellers","Exclusive discounts"
"516053","F","35-44","false","true","usa","los angeles","2023-01-07","9","1.67","16.89","5","0.56","0.00","0.00","8.16","9.00","1.00","595.11","0.20","0.11","1.00","0.40","3430","3","180.00","0.15","0.11","1.00","2.67","Frequent Travellers","1 night free hotel with flight"
"516939","F","25-34","true","true","canada","gatineau","2023-01-08","8","1.13","13.75","1","0.13","0.00","0.00","6.72","6.83","1.00","104.12","0.25","0.25","1.00","1.00","560","1","92.00","0.15","0.13","1.00","1.00","Spontaneous Travelers","No cancellation fees"
"517871","F","25-34","false","true","usa","boston","2023-01-08","9","1.22","14.00","1","0.11","0.00","0.00","9.55","9.70","1.00","234.08","0.05","0.22","1.00","0.00","1290","1","204.00","0.20","0.11","1.00","1.00","Moderate Travellers","Priority boarding"
"518735","F","25-34","false","true","usa","san francisco","2023-01-09","8","0.75","10.13","1","0.13","0.00","0.00","","11.83","0.00","","0.10","0.13","","","","1","1190.00","0.05","0.13","1.00","5.00","High-Spending Travelers","Free hotel meal"
"518747","F","45-54","true","true","usa","los angeles","2023-01-09","8","1.63","16.75","2","0.25","0.00","0.00","6.75","6.94","0.50","664.80","0.13","0.38","2.00","0.50","1979","2","457.00","0.05","0.13","2.00","2.00","Budget Travellers","Exclusive discounts"
"519079","F","45-54","false","false","usa","phoenix","2023-01-09","8","1.75","18.25","5","0.63","0.00","0.00","6.71","8.47","0.75","476.20","0.08","0.25","1.00","0.50","3236","4","1456.00","0.10","0.13","1.00","5.25","High-Spending Travelers","Free hotel meal"
"520844","F","18-24","false","true","usa","long beach","2023-01-09","8","1.13","13.75","2","0.25","0.00","0.00","5.87","8.30","1.00","93.77","0.10","0.13","1.00","0.00","534","2","1056.00","0.10","0.13","1.00","4.50","High-Spending Travelers","Free hotel meal"
"522112","F","35-44","true","true","canada","toronto","2023-01-10","8","1.00","11.50","2","0.25","0.00","0.00","7.60","7.79","1.00","387.60","0.18","0.25","1.00","0.50","1926","2","145.00","0.13","0.25","1.00","1.50","Moderate Travellers","Priority boarding"
"522939","F","35-44","false","true","usa","cleveland","2023-01-11","8","1.63","17.38","2","0.25","0.00","0.00","11.74","11.88","1.00","227.60","0.12","0.38","1.00","0.50","1214","2","275.00","","0.00","1.00","2.00","Budget Travellers","Exclusive discounts"
"525806","F","35-44","false","true","usa","lincoln","2023-01-12","8","1.38","16.38","2","0.25","0.00","0.00","6.68","6.01","1.00","208.70","","0.00","1.00","0.50","1170","1","1712.00","0.13","0.25","1.00","8.00","High-Spending Travelers","Free hotel meal"
"526206","M","18-24","false","true","usa","new orleans","2023-01-12","8","2.25","21.63","1","0.13","0.00","0.00","13.13","13.37","1.00","571.03","0.30","0.13","1.00","0.00","3158","1","328.00","0.20","0.13","1.00","2.00","Moderate Travellers","Priority boarding"
"526858","F","45-54","true","true","usa","miami","2023-01-12","8","0.63","9.38","0","0.00","0.00","","","","0.00","","0.10","0.13","","","","0","","0.15","0.13","","","Occasional Travellers","Loyalty points"
"527001","F","65+","false","true","usa","indianapolis","2023-01-12","8","0.63","9.88","1","0.13","0.00","0.00","","6.89","0.00","","0.25","0.13","","","","1","1424.00","","0.00","1.00","16.00","High-Spending Travelers","Free hotel meal"
"527359","F","35-44","true","true","usa","fort worth","2023-01-13","8","0.63","8.75","1","0.13","0.00","0.00","7.92","8.13","1.00","460.36","0.15","0.25","1.00","1.00","2646","1","414.00","0.05","0.13","1.00","3.00","Moderate Travellers","Priority boarding"
"527452","M","35-44","false","false","usa","new orleans","2023-01-13","8","1.13","12.38","2","0.25","0.00","0.00","9.75","9.92","1.00","531.06","0.17","0.38","2.00","0.00","1773","2","1026.50","0.08","0.25","2.00","4.50","Family-Oriented Travelers","Free checked bag"
"527455","F","25-34","true","false","canada","winnipeg","2023-01-13","8","1.13","36.50","2","0.25","0.00","0.50","152.47","5.81","1.00","3280.67","0.08","0.38","1.67","1.00","10908","2","498.00","0.10","0.25","1.00","6.00","High-Spending Travelers","Free hotel meal"
"528193","F","35-44","false","false","usa","new york","2023-01-13","8","1.25","14.38","3","0.38","0.00","0.00","7.58","7.81","1.00","446.94","0.05","0.13","1.00","0.33","2571","3","769.33","0.10","0.25","1.00","3.33","Moderate Travellers","Priority boarding"
"528942","F","55-64","true","true","usa","new york","2023-01-13","8","3.38","30.75","6","0.75","0.00","0.00","6.50","6.67","0.83","279.39","0.30","0.13","1.00","0.50","1718","6","181.00","","0.00","1.00","1.50","Frequent Travellers","1 night free hotel with flight"
"532500","F","35-44","false","true","canada","winnipeg","2023-01-15","8","2.25","22.25","4","0.50","0.00","0.00","60.71","6.33","1.00","1351.84","","0.00","1.25","0.50","5239","3","869.67","0.15","0.13","1.00","2.67","Frequent Travellers","1 night free hotel with flight"
"534190","M","35-44","true","true","canada","windsor","2023-01-16","8","2.38","22.25","2","0.25","0.00","0.00","8.58","7.24","1.00","136.34","0.18","0.25","1.00","0.00","689","2","862.00","0.05","0.13","1.00","6.00","Moderate Travellers","Priority boarding"
"535441","M","45-54","true","true","canada","calgary","2023-01-17","8","1.75","18.25","4","0.50","0.00","0.00","7.95","8.15","1.00","432.55","0.10","0.25","1.25","0.50","2137","4","616.00","","0.00","1.25","2.50","Frequent Travellers","1 night free hotel with flight"
"535459","M","25-34","false","false","usa","lincoln","2023-01-17","8","2.13","21.25","4","0.50","0.00","0.00","5.79","8.97","1.00","217.13","0.10","0.13","1.00","0.00","1250","3","479.00","0.10","0.13","1.00","2.67","Frequent Travellers","1 night free hotel with flight"
"535885","F","45-54","true","false","usa","new york","2023-01-17","8","1.25","13.88","3","0.38","0.00","0.00","6.82","7.21","1.00","66.30","0.28","0.25","1.00","0.00","339","3","1609.33","0.05","0.13","1.33","7.00","Family-Oriented Travelers","Free checked bag"
"535983","F","45-54","false","true","usa","honolulu","2023-01-17","8","1.25","15.00","1","0.13","1.00","0.00","5.05","","1.00","1301.14","0.15","0.25","1.00","1.00","8045","0","","","0.00","","","Spontaneous Travelers","No cancellation fees"
"536016","F","35-44","true","true","usa","oakland","2023-01-17","8","1.13","11.88","2","0.25","0.00","0.00","7.11","8.62","1.00","724.11","","0.00","1.50","0.00","3065","1","2016.00","0.13","0.25","2.00","7.00","Family-Oriented Travelers","Free checked bag"
"543038","F","45-54","false","false","usa","memphis","2023-01-20","8","2.25","20.75","3","0.38","0.00","0.00","8.26","8.43","1.00","293.75","0.10","0.13","1.00","0.00","1656","3","217.33","0.05","0.13","1.00","2.00","Moderate Travellers","Priority boarding"
"544207","F","45-54","true","false","usa","new york","2023-01-21","8","1.13","13.00","4","0.50","0.25","0.00","7.22","6.74","0.67","376.50","","0.00","1.00","1.00","2394","4","423.25","","0.00","1.00","3.00","Frequent Travellers","1 night free hotel with flight"
"544513","F","55-64","true","false","usa","new york","2023-01-21","8","1.38","14.00","4","0.50","0.00","0.00","6.67","6.93","1.00","367.17","0.13","0.25","1.00","1.00","1978","3","332.67","0.17","0.38","1.00","2.33","Budget Travellers","Exclusive discounts"
"547150","F","35-44","true","true","usa","los angeles","2023-01-23","8","3.88","26.50","3","0.38","0.00","0.33","6.38","5.26","1.00","594.83","","0.13","1.00","0.25","3442","3","386.00","0.18","0.50","1.00","6.00","Budget Travellers","Exclusive discounts"
"548587","F","35-44","false","false","usa","sacramento","2023-01-23","8","1.38","15.13","2","0.25","0.00","0.00","7.96","8.18","1.00","447.84","0.10","0.13","1.00","0.50","2570","2","1052.50","","0.00","1.00","4.50","High-Spending Travelers","Free hotel meal"
"548978","F","35-44","true","false","canada","gatineau","2023-01-23","8","1.75","17.63","4","0.50","0.00","0.00","10.60","8.66","1.00","780.46","0.08","0.25","1.00","1.00","3751","4","2533.50","0.15","0.25","1.50","7.75","Family-Oriented Travelers","Free checked bag"
"554079","F","35-44","false","false","usa","san diego","2023-01-26","8","1.63","17.88","5","0.63","0.00","0.00","7.15","8.08","1.00","505.97","0.13","0.38","1.00","0.67","3050","5","591.00","0.15","0.13","1.00","3.80","Budget Travellers","Exclusive discounts"
"554507","F","35-44","true","false","usa","norfolk","2023-01-26","8","1.88","18.88","3","0.38","0.00","0.00","10.83","8.32","1.00","81.46","0.08","0.25","1.00","0.00","469","3","236.00","0.05","0.13","1.00","2.00","Moderate Travellers","Priority boarding"
"556111","M","45-54","false","true","usa","san antonio","2023-01-27","8","1.50","14.88","3","0.38","0.00","0.00","5.18","6.00","1.00","487.44","0.05","0.25","1.67","0.33","1620","2","4341.00","0.10","0.13","2.00","7.00","Family-Oriented Travelers","Free checked bag"
"558294","F","25-34","true","false","usa","memphis","2023-01-28","8","2.00","20.13","3","0.38","0.00","0.00","6.21","6.40","1.00","375.83","0.13","0.38","1.00","0.00","2093","3","740.33","0.10","0.13","1.00","4.67","Budget Travellers","Exclusive discounts"
"561665","F","45-54","false","false","canada","victoria","2023-01-30","8","1.75","18.00","1","0.13","0.00","0.00","6.54","6.83","1.00","1411.68","0.07","0.38","2.00","0.00","3755","1","0.00","0.15","0.25","2.00","0.00","Budget Travellers","Exclusive discounts"
"566787","F","35-44","false","false","usa","san antonio","2023-02-01","8","1.00","11.75","3","0.38","0.00","0.00","4.40","4.83","1.00","590.14","0.05","0.13","1.33","0.67","2469","2","390.00","0.10","0.25","1.00","2.50","Spontaneous Travelers","No cancellation fees"
"568416","M","25-34","false","true","canada","saskatoon","2023-02-02","8","0.88","10.13","2","0.25","0.00","0.00","7.06","7.28","1.00","917.56","0.30","0.13","2.00","0.50","2486","2","500.00","0.05","0.13","2.00","3.00","Moderate Travellers","Priority boarding"
"568513","F","25-34","false","true","usa","new york","2023-02-02","10","0.80","10.90","2","0.20","0.00","0.00","","13.41","0.00","","0.10","0.10","","","","2","714.00","0.08","0.20","1.00","7.50","Moderate Travellers","Priority boarding"
"571639","F","35-44","true","true","usa","san francisco","2023-02-04","9","0.89","11.11","2","0.22","0.00","0.00","4.86","5.31","1.00","440.85","0.10","0.22","1.00","1.00","2579","1","126.00","0.10","0.11","1.00","2.00","Spontaneous Travelers","No cancellation fees"
"572538","M","45-54","true","false","usa","madison","2023-02-04","8","1.38","14.63","3","0.38","0.00","0.00","8.92","9.07","1.00","236.89","0.15","0.13","1.00","0.67","1316","3","830.33","0.15","0.13","1.00","5.00","Moderate Travellers","Priority boarding"
"572632","F","45-54","true","true","usa","lubbock","2023-02-04","8","2.00","20.63","3","0.38","0.00","0.00","6.43","6.59","1.00","274.35","","0.00","1.00","0.67","1573","3","381.33","0.15","0.13","1.00","2.33","Spontaneous Travelers","No cancellation fees"
"573237","F","35-44","false","true","canada","calgary","2023-02-04","8","0.75","9.50","1","0.13","0.00","0.00","10.98","11.18","1.00","399.84","0.18","0.25","1.00","1.00","2207","1","348.00","0.10","0.13","1.00","2.00","Moderate Travellers","Priority boarding"
"575055","F","35-44","false","false","usa","new york","2023-02-05","9","1.22","13.56","4","0.44","0.00","0.00","7.33","7.58","1.00","883.63","","0.00","1.50","0.50","3137","4","1195.50","0.05","0.11","1.50","2.75","High-Spending Travelers","Free hotel meal"
"579999","F","18-24","false","false","usa","new york","2023-02-07","8","0.88","11.00","1","0.13","0.00","0.00","","6.74","0.00","","0.30","0.25","","","","1","260.00","","0.00","2.00","2.00","Moderate Travellers","Priority boarding"
"581527","F","35-44","true","false","usa","san antonio","2023-02-08","9","1.22","13.33","5","0.56","0.00","0.00","7.42","7.09","1.00","419.22","0.23","0.22","1.00","0.25","2473","4","554.50","0.10","0.33","1.00","2.50","Budget Travellers","Exclusive discounts"
"581835","F","35-44","false","false","usa","detroit","2023-02-08","8","2.00","20.13","5","0.63","0.00","0.00","9.88","9.94","1.00","299.92","0.15","0.25","1.50","0.75","1340","5","1133.00","0.13","0.25","1.40","3.00","High-Spending Travelers","Free hotel meal"
"582482","F","35-44","true","false","usa","brownsville","2023-02-09","9","1.33","15.56","2","0.22","0.00","0.00","10.71","6.62","1.00","584.72","0.10","0.22","1.00","1.00","3244","2","196.00","0.15","0.11","1.50","2.50","Moderate Travellers","Priority boarding"
"583336","F","35-44","false","true","usa","columbus","2023-02-09","9","1.56","15.78","2","0.22","0.00","0.00","5.18","13.78","1.00","280.75","0.20","0.11","1.00","0.00","1468","2","898.00","","0.00","1.00","6.00","Spontaneous Travelers","No cancellation fees"
"586006","F","35-44","false","true","usa","los angeles","2023-02-10","8","1.38","15.38","3","0.38","0.00","0.00","10.91","11.12","1.00","433.39","0.15","0.13","1.00","1.00","2409","3","455.33","0.05","0.13","1.00","3.33","Moderate Travellers","Priority boarding"
"586887","F","35-44","true","false","usa","santa ana","2023-02-11","8","2.75","26.75","5","0.63","0.00","0.00","7.98","8.20","1.00","533.76","","0.00","1.20","0.20","2565","5","586.20","","0.00","1.20","1.00","Frequent Travellers","1 night free hotel with flight"
"589164","F","45-54","true","true","usa","oklahoma city","2023-02-12","8","1.25","15.13","4","0.50","0.00","0.00","5.98","6.16","1.00","342.60","","0.00","1.00","0.25","2053","4","967.00","0.05","0.13","1.00","4.50","Frequent Travellers","1 night free hotel with flight"
"589404","F","35-44","false","true","usa","new orleans","2023-02-12","8","2.75","50.50","4","0.50","0.00","0.25","10.62","8.70","0.67","287.27","","0.13","1.00","0.00","1681","4","1281.80","0.05","0.38","1.80","7.20","Family-Oriented Travelers","Free checked bag"
"589489","F","35-44","false","false","usa","new york","2023-02-12","8","2.63","26.00","7","0.88","0.00","0.00","6.70","7.24","1.00","510.26","0.15","0.25","1.00","0.33","2797","6","583.17","0.10","0.63","1.00","3.33","Budget Travellers","Exclusive discounts"
"589630","F","45-54","true","true","usa","charlotte","2023-02-12","8","1.75","18.50","4","0.50","0.00","0.00","6.79","5.62","1.00","521.43","0.11","0.50","1.33","0.00","2343","3","923.67","0.10","0.13","1.33","6.67","Family-Oriented Travelers","Free checked bag"
"590227","F","45-54","false","false","canada","toronto","2023-02-12","8","1.13","11.13","2","0.25","0.00","0.00","8.09","8.20","1.00","224.16","0.15","0.13","2.00","1.00","633","2","1190.00","0.05","0.13","2.00","3.00","High-Spending Travelers","Free hotel meal"
"594146","F","65+","false","false","usa","columbus","2023-02-14","8","0.88","11.75","1","0.13","0.00","0.00","","28.12","0.00","","0.07","0.38","","","","1","1280.00","","0.00","1.00","8.00","High-Spending Travelers","Free hotel meal"
"596320","F","35-44","true","true","usa","fayetteville","2023-02-15","9","2.33","21.89","2","0.22","0.00","0.00","5.00","6.27","1.00","551.56","0.15","0.11","2.00","1.00","1756","1","-477.00","0.13","0.22","3.00","-1.00","Spontaneous Travelers","No cancellation fees"
"596361","F","25-34","false","false","usa","san jose","2023-02-15","8","1.25","14.13","2","0.25","0.00","0.00","5.94","10.35","1.00","413.33","0.08","0.25","1.00","1.00","2272","2","1944.50","0.08","0.25","1.50","11.50","Family-Oriented Travelers","Free checked bag"
"600690","F","35-44","false","false","canada","london","2023-02-17","9","1.56","15.22","5","0.56","0.00","0.00","7.58","6.96","1.00","478.20","0.15","0.22","1.67","0.67","1883","5","1113.40","0.05","0.11","1.80","6.20","Family-Oriented Travelers","Free checked bag"
"606041","F","55-64","false","true","canada","vancouver","2023-02-19","8","0.88","11.50","2","0.25","0.00","0.00","5.61","5.81","1.00","631.02","0.05","0.13","1.00","0.50","3408","1","984.00","0.05","0.13","1.00","4.00","Spontaneous Travelers","No cancellation fees"
"621552","F","35-44","false","false","usa","detroit","2023-02-26","8","0.75","10.13","0","0.00","0.00","","","","0.00","","0.10","0.13","","","","0","","","0.00","","","Occasional Travellers","Loyalty points"
"625597","F","55-64","false","false","usa","madison","2023-02-28","8","1.00","12.13","2","0.25","0.00","0.00","4.64","23.31","1.00","370.80","0.12","0.38","1.00","1.00","2190","1","1134.00","0.13","0.25","2.00","9.00","Family-Oriented Travelers","Free checked bag"
"635249","F","55-64","false","false","usa","memphis","2023-03-04","8","0.88","10.50","3","0.38","0.00","0.00","8.24","9.63","0.67","477.73","0.05","0.13","1.33","1.00","2219","2","185.50","","0.00","1.00","2.00","Moderate Travellers","Priority boarding"
"638140","F","35-44","false","true","usa","richmond","2023-03-05","8","1.00","12.13","2","0.25","0.00","0.00","7.08","7.20","1.00","284.63","0.10","0.13","2.50","1.50","752","2","335.00","0.05","0.25","2.50","2.50","Moderate Travellers","Priority boarding"
"642344","F","35-44","false","false","usa","wichita","2023-03-07","8","1.75","18.88","4","0.50","0.00","0.00","9.89","10.07","1.00","333.69","0.15","0.25","1.00","0.00","1885","4","885.50","0.20","0.13","1.00","3.25","Frequent Travellers","1 night free hotel with flight"
"665329","F","35-44","false","false","usa","new york","2023-03-15","9","1.11","14.11","3","0.33","0.00","0.00","6.32","6.50","1.00","566.32","0.10","0.22","1.67","0.00","1889","3","239.33","0.10","0.22","1.67","1.00","Spontaneous Travelers","No cancellation fees"
"676762","F","35-44","false","false","usa","san francisco","2023-03-19","8","1.63","17.25","4","0.50","0.00","0.00","7.33","7.60","1.00","638.64","","0.00","1.00","0.75","3676","4","634.00","0.10","0.13","1.00","4.25","Frequent Travellers","1 night free hotel with flight"
"680735","M","35-44","false","false","usa","new york","2023-03-21","8","1.00","11.75","3","0.38","0.00","0.00","6.99","7.18","1.00","530.92","0.25","0.13","1.67","1.00","2162","3","535.00","","0.00","1.67","1.00","Spontaneous Travelers","No cancellation fees"
"722939","F","35-44","false","true","usa","fresno","2023-04-05","8","1.13","12.75","1","0.13","0.00","0.00","10.05","10.17","1.00","128.16","0.10","0.13","1.00","1.00","746","1","172.00","","0.00","1.00","1.00","Moderate Travellers","Priority boarding"
"765745","F","65+","true","false","usa","san francisco","2023-04-20","8","1.13","12.88","2","0.25","0.00","0.00","7.63","7.69","1.00","502.59","0.10","0.13","1.00","0.00","3094","1","399.00","0.10","0.25","1.00","3.00","Moderate Travellers","Priority boarding"
